IDRSSD	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	field48
177555	6432000	0	2741000	6269000	0	12491000	0	0	0	0	11382000	0	80000		4200000	299000	887000	9750000	11302000	0	0	0	0	0	582000	1378000	2440000	0	1960000	0	0	251000	0	200000	251000	0	0	0	0	TRUE							
177751	9095000	0	0	152799000	0	171474000	0	0	110592000	0	500683000	0	13560000		4957000	418194000	840000	171474000	486752000	0	371000	0	110592000	97612000	18907000	21920000	14564000	155000	40827000	1556000	6782000	7248000	2262000	50589000	17848000	110592000	0	8338000	0	TRUE							
177920	194346000	0	33527000	200222000	0	294487000	0	0	160873000	0	758425000	0	24447000		116755000	152885000	71646000	260960000	710015000	0	23963000	31410000	67638000	67638000	68179000	113061000	88759000	26931000	181240000	70269000	21990000	14887000	7118000	180175000	114264000	4069000	93235000	92259000	23963000	TRUE	48920000	89437000	58018000	94867000	135740000	52209000	
178150	26600000	14000	2915000	28981000	0	50853000	0	0	0	0	118664000	0	15965000		33771000	30106000	13490000	47924000	102699000	0	0	3070000	0	0	12148000	15274000	16525000	7355000	27422000	3113000	2398000	2138000	3006000	17531000	10655000	0	0	5511000	0	TRUE							
178244	27060000	2438000	0	16356000	0	36608000	0	0	0	0	59097000	1448000	3101000		12712000	6375000	4277000	33995000	53504000	175000	1044000	1501000	0	0	2232000	9619000	5434000	3018000	11851000	500000	3860000	1000000	0	7591000	5360000	0	0	4348000	0	TRUE							
178356	15995000	0	13773000	26271000	0	45353000	0	0	0	0	57126000	0	21798000		7396000	5494000	5465000	31580000	35328000	0	0	2982000	0	0	7004000	5590000	1933000	69000	8209000	2607000	13289000	5144000	0	7200000	21040000	0	0	13289000	0	TRUE							
178851	114808000	0	10726000	78508000	0	100600000	0	0	0	0	286751000	0	19067000		31836000	105859000	10934000	89874000	267684000	0	0	3581000	0	0	9921000	20514000	20092000	2882000	29831000	1249000	5545000	5030000	852000	21573000	12676000	0	0	6794000	0	TRUE							
179148	12306000	0	9746000	32700000	0	52651000	0	0	5141000	0	111855000	2000000	28207000		17593000	52685000	5594000	42905000	68997000	0	12651000	1590000	5141000	5141000	5554000	9283000	20712000	5423000	14837000	2000000	514000	2345000	1033000	23379000	5892000	2523000	0	2514000	10426000	FALSE							
179335	22524000	0	848000	37238000	0	47259000	0	0	0	0	93902000	0	398000		30084000	5570000	8660000	46411000	93504000	0	0	3113000	0	0	2401000	6106000	14213000	30597000	8507000	1273000	800000	2855000	7564000	23232000	12492000	0	0	2073000	0	TRUE							
179700	200980000	0	4912000	22751000	0	39912000	0	0	26743000	0	420222000	0	15823000		49012000	77746000	18942000	35000000	404399000	0	0	3270000	25494000	8519000	9071000	50324000	42676000	9085000	59395000	7127000	17541000	3379000	2293000	62144000	30340000	0	500000	24668000	11011000	TRUE							
180144	10925000	0	1333000	24146000	0	36370000	0	0	0	0	58513000	0	517000		24637000	2428000	15220000	35037000	57996000	0	0	6341000	0	0	15915000	13237000	9975000	2734000	29152000	2031000	336000	0	932000	17224000	3299000	0	0	2367000	0	TRUE							
180443	19359000	0	1608000	9993000	0	17434000	0	0	0	0	39831000	0	4337000		11856000	2959000	3325000	15826000	35494000	0	0	1236000	0	0	4039000	7622000	3632000	812000	11661000	647000	412000	350000	0	4249000	1409000	0	0	1059000	0	FALSE							
180537	6523000	0	3392000	13186000	0	21662000	0	0	2014000	0	67408000	0	4320000		23723000	6443000	5710000	18270000	63088000	0	0	3207000	2014000	2014000	14600000	28525000	2368000	315000	43125000	2022000	6361000	251000	0	22085000	8634000	0	0	8383000	0	FALSE							
180845	19725000	1000	2727000	20924000	0	30210000	0	0	11083000	0	48499000	0	4583000		19037000	5380000	2435000	27482000	43916000	0	0	284000	11083000	11083000	4123000	14172000	2094000	0	18295000	0	1505000	1500000	0	1352000	3005000	0	0	1505000	0	FALSE							
181963	48265000	1000	475000	47047000	0	92607000	0	0	4754000	0	79156000	0	2634000		11135000	16250000	2997000	92089000	76522000	42000	0	903000	4754000	4754000	6801000	6078000	1081000	0	12879000	330000	350000	0	0	2826000	680000	0	0	330000	0	TRUE							
182353	14436000	0	882000	5014000	0	13527000	0	0	0	0	25641000	0	559000		8026000	0	4652000	12645000	25082000	0	0	0	0	0	429000	1281000	3026000	6469000	1710000	0	0	0	0	3179000	0	0	0	0	0	FALSE							
182951	174646000	0	3337000	18807000	0	33014000	0	0	0	0	288579000	0	57521000		23260000	28380000	9004000	29676000	231058000	1000	0	5193000	0	0	12859000	35164000	12460000	4066000	47623000	2086000	15668000	2699000	550000	41289000	21003000	0	0	17754000	0	TRUE							
183668	283233000	0	2894000	55463000	0	55463000	0	0	0	0	605377000	0	77948000		8455000	297686000	3596000	52539000	527429000	30000	0	304000	0	0	3971000	7282000	4021000	217000	11252000	2157000	4475000	2334000	0	7036000	8966000	3887000	0	6632000	0	TRUE							
183770	81400000	0	690000	71935000	0	112379000	0	0	26357000	0	330863000	0	4512000		110065000	27363000	24389000	111689000	318492000	0	7859000	7651000	24877000	3429000	38707000	51697000	71378000	15665000	72031000	7888000	18759000	16215000	1790000	67382000	44652000	0	1479000	24742000	0	TRUE							
183846	28621000	0	4657000	57837000	0	81885000	0	0	0	0	122058000	0	7479000		48336000	8521000	18531000	77228000	114579000	0	0	6603000	0	0	16870000	18454000	21736000	15957000	35324000	3608000	2206000	4401000	1685000	24682000	11900000	0	0	5814000	0	FALSE							
183958	25930000	0	15315000	72727000	0	72727000	0	0	0	0	107162000	0	20095000		30735000	15154000	11567000	57412000	87067000	0	0	4137000	0	0	11251000	15040000	24854000	1705000	25069000	8170000	567000	3915000	576000	22114000	13228000	0	0	8737000	0	TRUE							
184142	138863000	0	28898000	118047000	0	217019000	0	0	0	0	345052000	0	9243000		31024000	154069000	13717000	186403000	335319000	1718000	490000	3238000	0	0	11139000	18969000	10391000	3121000	30027000	289000	4363000	3379000	470000	12596000	8501000	25366000	0	4652000	0	FALSE							
184656	15594000	0	9682000	36949000	0	61350000	0	0	0	0	80627000	0	136000		16036000	40219000	3671000	51668000	80491000	0	0	828000	0	0	5567000	11812000	5686000	0	17379000	607000	1142000	0	0	7029000	1749000	0	0	1749000	0	TRUE							
184759	3765000	33000	3638000	6479000	0	14282000	0	0	0	0	21467000	48000	1535000		6864000	4679000	1282000	10611000	19884000	0	0	492000	0	0	4629000	6647000	1088000	23000	11276000	300000	336000	0	0	5523000	636000	0	0	636000	0	FALSE							
185251	4292000	0	2958000	1680000	0	9753000	0	0	0	0	6844000	0	602000		2021000	0	0	6795000	6242000	0	0	0	0	0	621000	1728000	204000	0	2349000	0	0	0	0	532000	0	0	0	0	0	FALSE							
185448	9594000	0	6060000	18927000	0	27945000	0	0	0	0	43418000	0	8653000		8513000	20859000	3074000	21355000	34765000	530000	0	1138000	0	0	3799000	3316000	4063000	1515000	7115000	272000	0	0	0	4179000	272000	0	0	272000	0	TRUE							
185859	211051000	0	20671000	18154000	0	23763000	0	0	0	0	377412000	0	8700000		34954000	100809000	10368000	3092000	368712000	0	0	2744000	0	0	10332000	21715000	20392000	2707000	31693000	5177000	1383000	3846000	0	20192000	10406000	0	0	6559000	0	FALSE							
186221	86873000	6000	31442000	57165000	0	87331000	0	0	0	0	762274000	0	32858000		100411000	439976000	19924000	55798000	712484000	85000	16932000	3806000	0	0	27012000	79485000	56749000	26789000	105934000	15206000	6074000	17939000	6170000	89624000	45390000	7884000	0	21280000	17180000	TRUE	17480000	23957000	59522000	54022000	80509000	5561000	
186548	16528000	0	5941000	28792000	0	40100000	0	0	10021000	0	80812000	0	7005000		13636000	20347000	6274000	34159000	73807000	0	0	2295000	10021000	2000000	2815000	12880000	20391000	3219000	15695000	256000	2019000	1850000	508000	25669000	4632000	0	0	2275000	9130000	TRUE							
186717	350603000	0	5483000	34931000	0	41716000	0	0	0	0	553746000	0	55630000		110872000	23328000	46121000	36233000	498116000	0	0	15856000	0	0	48075000	51409000	47645000	11785000	73497000	7576000	8510000	4555000	259000	48042000	20901000	0	0	9812000	0	TRUE							
186744	407347000	0	14562000	28446000	0	76325000	0	0	3548000	0	991887000	0	195759000		151950000	277350000	35990000	60804000	795765000	959000	363000	9478000	3548000	3442000	44830000	78094000	74558000	23607000	114806000	46439000	23295000	15600000	768000	69139000	86102000	3548000	0	67146000	0	TRUE	11868000	25004000	0	277350000	2245000	405102000	
186856	6810000	606000	6001000	10094000	0	28390000	0	0	1323000	0	30586000	142000	2240000		7115000	320000	4266000	21764000	28196000	19000	8000	2623000	492000	492000	5446000	8655000	5075000	371000	14101000	976000	2232000	701000	0	12432000	3909000	0	0	3208000	0	TRUE							
187648	2211000	0	793000	2500000	0	2781000	0	0	3428000	0	23196000	0	738000		6370000	0	0	1988000	22458000	0	0	0	3428000	1142000	2703000	5349000	7375000	2799000	8052000	558000	300000	1901000	0	11856000	2759000	0	0	858000	0	FALSE							
187947	200057000	0	12009000	48405000	0	76756000	0	0	91974000	0	1074177000	0	235072000		180367000	436230000	43363000	64481000	838271000	266000	834000	14368000	0	0	42372000	181894000	46654000	4344000	224266000	17445000	124691000	20232000	258000	94897000	162626000	13679000	59515000	142136000	0	TRUE	17230000	28351000	249759000	186471000	189030000	11026000	
188056	2272000	0	7026000	41847000	0	81687000	0	0	0	0	219272000	0	14079000		35952000	167365000	16899000	74067000	205193000	594000	0	5101000	0	0	4339000	21685000	14770000	6455000	25879000	546000	568000	624000	647000	11299000	2385000	0	0	1114000	0	TRUE							
188177	38098000	3000	0	6995000	0	6998000	0	0	0	0	122390000	0	0		48571000	14593000	14741000	6995000	122390000	0	0	3254000	0	0	5702000	17111000	40633000	2386000	22813000	324000	1463000	2080000	0	17261000	3867000	0	0	304000	0	TRUE							
188430	3081000	0	2364000	107509000	0	128950000	0	0	70356000	0	157681000	0	0		70424000	46567000	5315000	126586000	157681000	0	0	797000	70356000	70356000	45097000	48194000	2972000	1439000	93291000	506000	9037000	276000	511000	27279000	10330000	0	0	9543000	18473000	FALSE							
188449	31038000	2000	5666000	25620000	0	67613000	0	0	0	0	156991000	0	19909000		17761000	85214000	5507000	61945000	137082000	0	0	2495000	0	0	6049000	12917000	9745000	1556000	18966000	539000	2339000	7594000	0	12506000	10472000	0	0	2878000	0	FALSE							
188720	41978000	0	3646000	42745000	0	88424000	0	0	0	0	108076000	0	4219000		30720000	7905000	11927000	84778000	103857000	0	0	1802000	0	0	4016000	21054000	17894000	7787000	25070000	813000	2296000	3132000	1201000	20031000	7442000	0	0	3109000	0	TRUE							
188739	12304000	0	1949000	16861000	0	22695000	0	0	0	0	27991000	0	1536000		4371000	36000	3396000	20746000	26455000	0	0	0	0	0	2341000	7122000	2801000	29000	9463000	304000	1099000	1956000	0	7921000	3359000	0	0	1403000	0	FALSE							
188917	103612000	0	0	4529000	0	11555000	0	0	0	0	119309000	2000	1000		9052000	4190000	3920000	11555000	119306000	0	0	1004000	0	0	2513000	5326000	2632000	732000	7823000	0	304000	0	0	2151000	304000	0	0	304000	0	TRUE							
189044	434671000	2000	11533000	46441000	0	138230000	0	0	98339000	0	680948000	0	36792000		55100000	120217000	11274000	126695000	644156000	0	0	3574000	98339000	91276000	14208000	41843000	40119000	8525000	55169000	1716000	10526000	6502000	2620000	49596000	21364000	98339000	0	12242000	0	TRUE	45384000	37484000	46521000	73485000	395679000	27587000	
189129	357737000	5000	9754000	48025000	0	68280000	0	0	0	0	556660000	0	26479000		70581000	74562000	19082000	58491000	530181000	30000	0	4282000	0	0	18698000	29909000	46512000	7815000	47819000	1777000	8176000	9655000	1820000	32353000	21428000	0	0	9953000	0	TRUE							
189549	35623000	0	3143000	17865000	0	39189000	0	0	1205000	0	83717000	0	4145000		18499000	21301000	9325000	36043000	79572000	3000	0	3059000	1205000	470000	2686000	10738000	8896000	2441000	13424000	0	0	1532000	500000	6262000	2032000	0	0	0	0	TRUE							
189745	43662000	0	6312000	154873000	0	206859000	0	0	16169000	0	775441000	0	82732000		134662000	433003000	33277000	198953000	692612000	1594000	97000	1162000	16169000	16169000	47070000	96186000	85817000	6915000	143256000	7520000	31139000	23629000	500000	101326000	62788000	8404000	0	38659000	0	TRUE	28120000	47273000	267016000	91587000	42918000	744000	
189950	8695000	0	1378000	8508000	0	18703000	0	0	0	0	71720000	0	7548000		19918000	26470000	2089000	17325000	64172000	0	0	131000	0	0	6913000	25178000	778000	105000	32091000	1700000	1881000	0	0	13056000	3581000	0	0	3581000	0	FALSE							
190563	26391000	0	2858000	70277000	0	79450000	0	0	0	0	67299000	0	118000		6890000	11799000	1764000	76592000	67181000	0	0	781000	0	0	3792000	8910000	3158000	498000	12701000	1305000	8591000	2857000	0	9467000	12753000	0	0	9896000	0	TRUE							
190648	104048000	0	1997000	4684000	0	15056000	0	0	2514000	0	159150000	0	28566000		18557000	19852000	8743000	13059000	130339000	0	245000	2544000	2514000	2514000	3283000	11481000	6020000	4368000	14760000	2893000	6597000	351000	257000	6595000	10098000	2514000	0	9490000	0	TRUE							
190947	14942000	5000	5355000	25313000	0	29955000	0	0	0	0	61381000	0	7349000		15165000	20603000	3634000	24595000	54032000	0	0	646000	0	0	3461000	8895000	6205000	1139000	12356000	4212000	1924000	0	0	4535000	6136000	0	0	6136000	0	TRUE							
190956	14328000	0	151000	24160000	0	24160000	0	0	3500000	0	85809000	0	867000		27543000	21138000	3878000	24009000	84942000	0	0	1098000	0	0	9755000	17980000	13716000	0	27735000	7618000	319000	955000	0	13908000	8892000	0	3500000	7937000	0	TRUE							
191355	25903000	0	30027000	83148000	0	122123000	0	0	0	0	146772000	0	31460000		27284000	57453000	8041000	92096000	115312000	0	0	2465000	0	0	11145000	28519000	6896000	0	38802000	1998000	13238000	1338000	282000	19276000	16856000	0	0	15236000	0	TRUE							
191935	381087000	0	7776000	80010000	0	104736000	0	0	0	0	636656000	0	46253000		29633000	184807000	14319000	96960000	590403000	0	0	5029000	0	0	14530000	35074000	7570000	1182000	49197000	6494000	4459000	1454000	0	28723000	12407000	0	0	8024000	0	TRUE							
192147	174089000	0	26957000	17251000	0	29283000	0	0	0	0	317201000	0	50085000		37435000	33184000	13938000	2279000	264141000	47000	2975000	4395000	0	0	7086000	43981000	22967000	176000	50817000	18349000	8943000	7668000	758000	36775000	35718000	908000	0	27292000	3224000	TRUE							
192558	53294000	0	3907000	172015000	0	172015000	0	0	0	0	221829000	0	34091000		54396000	68349000	17575000	168108000	187738000	0	0	3890000	0	0	12190000	31780000	25622000	5519000	43968000	10448000	11318000	2428000	880000	20716000	25074000	0	0	21766000	0	TRUE							
192651	4996000	0	3382000	7382000	0	16499000	0	0	0	0	30102000	0	2980000		6700000	6314000	2284000	13117000	27122000	0	0	653000	0	0	3642000	6094000	5654000	677000	9736000	260000	500000	1965000	0	9367000	2725000	0	0	760000	0	TRUE							
192857	15376000	0	391000	22245000	0	43578000	0	0	6216000	0	84733000	0	8185000		17448000	22417000	6713000	43165000	76299000	22000	249000	3924000	6216000	5616000	6362000	17204000	7577000	79000	22540000	7469000	5578000	2671000	0	13774000	15718000	1253000	0	13047000	0	TRUE							
193162	6567000	0	1334000	17942000	0	27566000	0	0	0	0	80058000	0	2534000		9417000	29536000	3655000	26232000	77524000	0	0	2388000	0	0	5719000	16694000	11105000	3891000	22413000	2868000	2922000	501000	255000	27992000	6546000	0	0	5790000	4409000	FALSE							
193247	4499000	0	418000	11363000	0	13180000	0	0	587000	0	33905000	0	5578000		4443000	10847000	361000	12762000	23436000	0	4891000	0	587000	587000	5559000	9564000	2164000	377000	15123000	600000	295000	0	0	13221000	895000	587000	0	895000	3899000	TRUE							
193537	6097000	0	8243000	15527000	0	29665000	0	0	0	0	65098000	0	5095000		12827000	19800000	5426000	21422000	60003000	0	0	2170000	0	0	5830000	21582000	4195000	151000	27412000	267000	4901000	2273000	0	18932000	7441000	0	0	5168000	0	TRUE							
193649	26754000	0	35341000	26699000	0	105052000	0	0	0	0	102257000	0	5023000		31350000	19474000	12030000	69711000	97234000	0	0	7629000	0	0	8461000	23026000	16384000	436000	31487000	1245000	2822000	3655000	0	16957000	7722000	0	0	4067000	0	TRUE							
193809	365285000	0	17460000	35395000	0	123815000	0	0	106499000	0	1107492000	0	52028000		247832000	346008000	64367000	106355000	1051605000	0	3859000	24988000	106499000	106499000	89107000	152886000	86724000	12803000	241993000	6102000	25868000	22119000	591000	93688000	54680000	0	0	31970000	0	TRUE	31862000	50350000	213473000	132535000	264823000	44574000	
194440	16970000	0	6848000	27510000	0	62219000	0	0	10112000	0	94318000	0	4925000		16194000	30873000	5916000	55371000	89393000	0	0	0	0	0	6957000	11000000	8758000	911000	17199000	1816000	5475000	6298000	5261000	11432000	18850000	0	0	7291000	0	TRUE							
194570	13525000	0	1217000	15810000	0	15810000	0	0	0	0	67721000	0	241000		20177000	0	3298000	14593000	58589000	0	8891000	586000	0	0	6612000	24146000	16166000	2584000	30758000	0	1370000	2792000	526000	29331000	4688000	0	0	1370000	4964000	TRUE							
194936	2980000	0	6615000	19954000	0	54345000	0	0	0	0	88184000	0	1037000		4133000	55205000	3028000	47730000	87147000	0	0	1382000	0	0	2571000	8270000	2448000	1632000	10841000	2226000	9960000	1735000	1157000	10788000	15078000	0	0	12186000	0	TRUE							
195111	400876000	0	0	483000	0	717000	0	0	0	0	741233000	0	0		78312000	147070000	21291000	717000	741154000	0	79000	9046000	0	0	26441000	75782000	50305000	7214000	102223000	1237000	20028000	10382000	1898000	81430000	33545000	22275000	0	21265000	0	TRUE							
195157	4363000	0	5663000	13215000	0	21019000	0	0	0	0	27678000	0	3176000		7390000	8881000	2283000	15356000	24502000	0	0	886000	0	0	4054000	3896000	2679000	659000	7950000	1306000	1280000	561000	0	3898000	3147000	0	0	2586000	0	TRUE							
195456	14510000	1000	2668000	23031000	0	31613000	0	0	0	0	38611000	0	4347000		10799000	3635000	1992000	28944000	34264000	0	0	830000	0	0	4778000	8349000	5043000	0	13127000	2040000	256000	0	0	7372000	2296000	0	0	2296000	0	TRUE							
196752	2080000	0	2481000	21425000	0	21425000	0	0	0	0	34120000	0	1249000		1853000	20220000	1660000	16736000	30879000	2208000	1992000	779000	0	0	817000	5693000	1893000	2141000	6510000	0	1024000	0	251000	8692000	1275000	12880000	0	1024000	1992000	TRUE							
196800	169565000	0	11180000	130621000	0	286761000	0	0	30144000	0	339902000	0	4415000		59059000	90322000	16346000	275581000	335487000	0	0	3360000	30144000	30144000	8128000	50229000	8420000	2862000	58357000	2141000	5858000	1984000	393000	10580000	10376000	0	0	7999000	0	TRUE							
197142	32132000	0	10749000	46221000	0	79969000	0	0	0	0	150723000	0	6375000		53358000	3172000	22734000	69220000	143601000	0	747000	11616000	0	0	13185000	33817000	40497000	15551000	47002000	2164000	5246000	4044000	916000	49692000	12370000	0	0	7410000	0	FALSE							
197254	3875000	0	3305000	6651000	0	12768000	0	0	988000	0	18332000	0	1316000		3887000	4404000	1055000	9463000	16028000	0	988000	485000	988000	0	2189000	4745000	3119000	0	6934000	0	0	0	0	6165000	0	0	0	0	0	TRUE							
197302	94903000	0	19000	65101000	0	82754000	0	0	15024000	0	311470000	0	8633000		52333000	84687000	26042000	82509000	302823000	226000	14000	8499000	15024000	15024000	9199000	54597000	20628000	5568000	63537000	3027000	29652000	7111000	2097000	37658000	41887000	0	0	32371000	0	FALSE							
197478	8992385000	9000	100263000	8161365000	0	8241424000	1340000	0	2732281000	0	25948516000	0	4447935000		2181471000	7574320000	185256000	8135815000	21484333000	3997000	16248000	20966000	2338022000	2203784000	706010000	2734387000	306803000	48557000	3440397000	1748978000	3454254000	364136000	18686000	1614286000	5586054000	304771000	394259000	5203232000	0	TRUE	3262541000	171669000	1435019000	5283437000	3675121000	4326417000	
197759	30381000	0	6764000	35011000	0	97529000	0	0	0	0	84912000	0	4613000		16613000	17202000	5860000	90765000	74611000	0	5688000	1270000	0	0	5489000	17938000	4030000	690000	20415000	1873000	7023000	286000	0	11534000	9182000	0	0	8583000	5688000	TRUE							
198046	14040000	0	6736000	16561000	0	32775000	0	0	0	0	41884000	0	2299000		11198000	7399000	3237000	26039000	39585000	0	0	903000	0	0	2475000	8730000	6459000	1060000	11122000	675000	765000	281000	0	7526000	1720000	0	0	1439000	0	TRUE							
198073	2921000	0	0	0	0	0	0	0	39899000	0	76521000	0	281000		32296000	8133000	0	0	66303000	0	9937000	0	37754000	4873000	4270000	10541000	17919000	26486000	14811000	0	2639000	2215000	1397000	26920000	6251000	0	250000	2639000	0	FALSE							
198149	111440000	0	4369000	105971000	0	105971000	0	0	33833000	0	320468000	0	25926000		86674000	27299000	36970000	101602000	281192000	0	13350000	14106000	32708000	13208000	22744000	54890000	54977000	10748000	69530000	436000	23669000	12922000	1343000	56685000	38370000	4217000	1125000	22462000	12857000	TRUE							
198251	19472000	1000	2722000	38997000	0	46509000	0	0	0	0	61385000	0	6871000		10431000	20031000	3397000	43786000	54514000	0	0	774000	0	0	4403000	5789000	5773000	300000	10191000	3894000	0	1724000	0	5832000	5618000	0	0	3894000	0	TRUE							
198961	12858000	0	3030000	35348000	0	52396000	0	0	0	0	51898000	0	777000		11457000	16562000	3309000	49366000	51121000	0	0	998000	0	0	2980000	7417000	4566000	3523000	10397000	922000	1947000	1123000	0	7029000	3992000	0	0	2869000	0	FALSE							
199137	9687000	0	0	18026000	0	39727000	0	0	0	0	25532000	0	0		3579000	9423000	1491000	39727000	25532000	0	0	779000	0	0	1278000	4537000	0	0	5815000	0	606000	0	0	2236000	606000	0	0	606000	0	TRUE							
199351	5338000	0	1253000	10351000	0	23122000	0	0	4530000	0	86347000	0	1927000		28161000	10575000	11869000	21869000	74767000	0	9653000	5513000	4530000	2487000	11987000	27637000	21847000	2530000	39624000	627000	3797000	2010000	0	35840000	6434000	0	0	4423000	4376000	FALSE							
199436	17757000	0	8609000	79034000	0	79034000	0	0	0	0	68328000	0	1229000		25343000	0	7311000	70415000	67099000	10000	0	1025000	0	0	7845000	24640000	9552000	1773000	32485000	3133000	2165000	1463000	0	18467000	6761000	0	0	5298000	0	TRUE							
199463	14965000	0	18304000	62321000	0	100449000	0	0	0	0	118095000	0	2267000		15702000	19098000	3959000	82145000	115828000	0	0	1555000	0	0	7109000	30392000	16259000	1730000	37501000	3399000	18136000	6707000	300000	39788000	28542000	0	0	21535000	0	FALSE							
200042	7081000	0	5289000	7489000	0	16738000	0	0	0	0	15216000	0	1419000		4211000	3773000	1365000	11449000	13797000	0	0	150000	0	0	474000	1069000	1611000	1208000	1464000	0	0	0	0	150000	0	0	0	0	0	TRUE							
200378	1060945000	0	0	959447000	0	959447000	0	0	480977000	0	5393551000	0	312547000		646864000	2473975000	89638000	959447000	4619913000	0	461091000	40331000	480977000	480977000	410841000	534901000	174875000	5435000	945742000	324211000	337198000	69844000	1326000	479188000	732579000	0	0	661409000	595000	TRUE	303602000	655846000	2003524000	0	1060546000	0	
200435	303399000	0	8669000	50615000	0	87318000	0	0	0	0	519023000	0	57415000		56570000	60634000	21937000	78649000	461608000	0	0	6879000	0	0	19615000	58304000	21495000	6404000	77369000	17022000	25330000	5917000	903000	49248000	49172000	0	0	42351000	0	FALSE							
200640	12539000	0	152000	59506000	0	66613000	0	0	0	0	748607000	0	2083000		16748000	620074000	5077000	66461000	746524000	0	0	1143000	0	0	6438000	20921000	3720000	94000	27359000	36937000	45031000	2852000	0	14425000	84820000	0	0	81968000	0	TRUE							
201254	6629000	0	7694000	19036000	0	46358000	0	0	4049000	0	57875000	0	911000		12207000	26862000	1063000	38664000	56964000	0	0	0	4049000	0	3766000	8321000	7859000	197000	11247000	400000	252000	3287000	300000	7937000	4239000	0	0	652000	4776000	TRUE							
201834	65552000	0	2499000	92001000	0	100565000	0	0	275908000	0	1351231000	0	19854000		367090000	661740000	19146000	98066000	1328359000	0	3018000	7058000	275908000	112753000	53882000	212415000	194008000	43662000	266297000	22657000	70329000	23554000	3435000	136875000	119974000	44315000	0	92986000	16629000	FALSE							
202514	24590000	1000	7815000	63221000	0	89889000	0	0	0	0	95825000	0	2076000		11886000	34240000	3970000	80293000	93749000	1780000	0	668000	0	0	4004000	9608000	3596000	142000	13612000	6211000	12277000	1158000	0	5464000	19645000	0	0	18488000	0	TRUE							
202541	34678000	0	15906000	19981000	0	64423000	0	0	0	0	65941000	0	1800000		14978000	780000	4343000	48517000	64141000	0	0	1176000	0	0	2751000	8331000	7672000	1587000	10957000	1975000	1091000	4726000	2350000	5362000	10142000	0	0	3066000	0	TRUE							
202907	1487907000	12000	449681000	774308000	0	1263902000	0	0	0	0	7440240000	0	499702000		527305000	5177897000	207355000	811079000	6940538000	3130000	0	32148000	0	0	106828000	272705000	203151000	107099000	372932000	19946000	25583000	25741000	13382000	162479000	84652000	0	0	45529000	0	TRUE	146638000	152856000	3306767000	1508195000	1331425000	56865000	
203043	61291000	0	3498000	95098000	0	97058000	0	0	0	0	123344000	0	7828000		8058000	43231000	2106000	93560000	115516000	0	0	0	0	0	1638000	6523000	2995000	1310000	8161000	289000	6066000	0	0	4409000	6356000	0	0	1489000	0	TRUE							
203052	8408000	0	9266000	18702000	0	33750000	0	0	0	0	32965000	0	1054000		7471000	15314000	2053000	24484000	31911000	0	0	0	0	0	2077000	4232000	1806000	1128000	6309000	0	0	0	0	1772000	0	0	0	0	0	FALSE							
203070	11688000	0	0	114060000	0	128817000	0	0	579000	0	113247000	0	9338000		8769000	52078000	5345000	128817000	103909000	0	0	2634000	579000	579000	3557000	20994000	8290000	4029000	24551000	1338000	6393000	4353000	527000	28101000	12611000	579000	0	7731000	0	TRUE							
203575	28177000	0	47000	7052000	0	16728000	0	0	0	0	44669000	0	0		9170000	2056000	3647000	16681000	44622000	0	47000	219000	0	0	1542000	4670000	5892000	329000	6212000	0	1162000	840000	0	3263000	2002000	0	0	1162000	0	TRUE							
204004	3772331000	3000	89970000	325484000	0	712701000	0	0	251467000	0	6194529000	0	1093792000		313690000	1643789000	122192000	622728000	5100737000	0	0	29116000	198502000	190504000	179973000	351342000	79034000	39459000	531315000	29375000	85490000	7995000	5741000	336118000	128601000	0	0	114865000	0	TRUE	55017000	247921000	825153000	818636000	1727588000	1067438000	
204077	25333000	0	146000	20991000	0	46385000	0	0	0	0	129148000	0	265000		34175000	10536000	17202000	46229000	128783000	10000	100000	6585000	0	0	7805000	19864000	27372000	11390000	27669000	7376000	1885000	14632000	2955000	32256000	26848000	0	0	9261000	0	TRUE							
204237	12901000	0	10413000	43026000	0	78478000	0	0	0	0	69732000	0	4222000		24716000	4897000	6716000	67309000	62534000	756000	2976000	2567000	0	0	8265000	20666000	12942000	6191000	28930000	301000	2288000	555000	727000	23347000	3871000	0	0	2589000	2728000	TRUE							
204826	37774000	0	15105000	50054000	0	95620000	0	0	0	0	168270000	0	17130000		38356000	73682000	6510000	80515000	150649000	0	491000	1251000	0	0	10086000	25657000	12596000	4878000	35743000	0	3188000	409000	0	14861000	3597000	3817000	0	3188000	0	FALSE							
205243	30954000	0	27404000	66202000	0	117809000	0	0	0	0	156792000	0	8481000		51716000	7372000	20998000	90405000	148311000	0	0	8313000	0	0	25370000	37996000	30781000	0	52825000	3253000	18146000	2921000	0	42430000	24320000	0	0	21399000	0	TRUE							
