IDRSSD	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	field48
54656	137584000	0	45911000	110926000	0	182302000	0	0	0	0	656869000	0	132723000		107229000	100674000	97835000	136391000	524146000	0	0	1196000	0	0	64928000	162247000	47682000	2310000	227175000	55500000	78997000	6647000	300000	169938000	141444000	0	0	134497000	0	TRUE							
54973	2333920000	220000	70304000	242831000	0	415166000	0	0	0	0	5881531000	0	267854000		327963000	2691867000	118785000	334336000	5610567000	10306000	3110000	12912000	0	0	64118000	164311000	194989000	62006000	228429000	198536000	132730000	27945000	11109000	157461000	370320000	0	0	331266000	0	TRUE	71115000	30092000	1814594000	876395000	2175410000	157705000	
55336	118454000	0	597000	112142000	0	183226000	0	0	0	0	172321000	0	0		21225000	12136000	11031000	182629000	172321000	0	0	3910000	0	0	6439000	7026000	19695000	2039000	12245000	541000	1311000	3621000	1059000	13974000	6532000	0	0	1852000	0	TRUE							
55635	4078000	21000	492000	15203000	0	20247000	0	0	5547000	0	68113000	0	9686000		4385000	15276000	790000	19271000	40732000	463000	17695000	638000	5547000	5547000	14551000	26906000	2364000	203000	30640000	1038000	2558000	1140000	0	39639000	4736000	22081000	0	3596000	2989000	FALSE							
55653	14800000	700000	3712000	54879000	0	91690000	0	0	0	0	31193000	0	5000		8444000	4185000	1358000	87220000	31188000	58000	0	0	0	0	3355000	5612000	2470000	499000	8967000	0	0	272000	0	3492000	272000	0	0	0	0	TRUE							
55970	194143000	1000	1000	75502000	0	149527000	0	0	0	0	257795000	0	0		26161000	7923000	14459000	149525000	257795000	0	0	5869000	0	0	5092000	21548000	10773000	6966000	26639000	1052000	6877000	2056000	1365000	18218000	11350000	0	0	7929000	0	TRUE							
56258	22383000	0	18701000	43706000	0	104130000	0	0	4000000	0	96170000	0	4396000		11988000	48822000	3141000	85429000	91774000	0	0	435000	4000000	4000000	5042000	4129000	5091000	2901000	1376000	5430000	1313000	1058000	0	5176000	7801000	0	0	6743000	0	FALSE							
56351	744150000	0	2415000	7448000	0	16660000	0	0	0	0	2062481000	0	203039000		120273000	1072652000	48560000	12227000	1855762000	2018000	3680000	16000000	0	0	36518000	99124000	46575000	20134000	135642000	7269000	12784000	17617000	5658000	82078000	43328000	69692000	0	20053000	0	TRUE	1526000	1934000	618059000	267428000	355619000	382352000	
56548	80382000	0	2659000	48252000	0	62850000	0	0	82178000	0	351517000	0	14850000		134661000	14054000	5103000	60191000	310111000	0	26556000	1299000	82178000	71928000	49094000	130065000	41239000	401000	179159000	4373000	24323000	7587000	0	86137000	36283000	253000	0	28696000	26306000	TRUE							
56717	282514000	0	3897000	40388000	0	47585000	0	0	14024000	0	520365000	0	57961000		73372000	87115000	26631000	43688000	462404000	0	0	10526000	3926000	3926000	30612000	41312000	53344000	6025000	71924000	4940000	8639000	5865000	0	57920000	19444000	34078000	10098000	13579000	0	TRUE							
57040	16674000	54000	1505000	15722000	0	29977000	0	0	5254000	0	98475000	0	2623000		35731000	17469000	9789000	28418000	95852000	0	0	3314000	0	0	13512000	12567000	18875000	6594000	26079000	1366000	4755000	3607000	3056000	15817000	12784000	0	2000000	6121000	0	TRUE							
57451	51280000	0	27187000	61804000	0	146170000	0	0	2975000	0	255373000	0	26419000		55128000	104211000	22417000	118983000	228954000	0	0	6227000	0	0	14929000	26859000	33286000	6869000	38742000	2238000	5316000	6810000	3575000	26815000	17939000	189000	0	7554000	0	TRUE							
58225	47154000	0	15538000	58980000	0	102387000	0	0	0	0	195949000	0	3428000		59657000	25668000	22397000	86849000	192521000	0	0	12130000	0	0	12277000	32831000	47532000	13778000	45108000	1215000	7505000	6881000	1107000	46761000	16708000	0	0	8720000	0	TRUE							
58243	245480000	0	144450000	581001000	0	755592000	0	0	5441000	0	3580225000	0	42460000		193237000	2901003000	71746000	611142000	3537320000	0	445000	17663000	5441000	5441000	42488000	156513000	103960000	8390000	199001000	22025000	65308000	32388000	2670000	118113000	122391000	245000	0	87333000	245000	TRUE	190044000	174591000	1100771000	1800232000	229855000	15624000	
58355	3644000	0	753000	4995000	0	10914000	0	0	0	0	15351000	250000	547000		1960000	5383000	553000	10153000	13022000	8000	1532000	0	0	0	902000	3018000	1242000	0	3920000	610000	552000	0	0	3202000	1162000	0	0	1162000	0	TRUE							
58551	61400000	0	17016000	4577000	0	23382000	0	0	1004000	0	119369000	0	24795000		12919000	2352000	2631000	6366000	94574000	0	0	1529000	0	0	4625000	19006000	5712000	0	22631000	3602000	16079000	6593000	0	16424000	26274000	0	1004000	19681000	3709000	FALSE							
58636	147183000	0	3588000	46676000	0	52454000	0	0	6000000	0	224879000	0	34095000		22481000	13455000	6402000	48866000	190784000	0	0	2819000	0	0	6491000	13646000	17673000	2742000	19849000	1539000	14230000	4730000	3189000	18072000	23688000	0	0	15769000	0	TRUE							
58757	38228000	0	9886000	84546000	0	84546000	0	0	0	0	139946000	0	7340000		37985000	35297000	11971000	74170000	132606000	490000	0	3896000	0	0	6939000	16391000	33671000	3312000	23325000	1324000	777000	4007000	0	22328000	6108000	3355000	0	2101000	0	TRUE							
58971	288611000	55000	3966000	532730000	0	594056000	0	0	0	0	4934129000	3599000	40485000		123635000	4335474000	35464000	589743000	4890045000	292000	0	9175000	0	0	72969000	108198000	38592000	8614000	180135000	53529000	25847000	1996000	300000	104737000	81672000	15252000	0	79375000	0	TRUE	51895000	41357000	1416518000	2879352000	235886000	52167000	
59316	419927000	12000	5808000	55168000	0	73488000	0	0	0	0	909949000	0	191480000		148370000	135948000	50635000	67353000	718469000	315000	0	14620000	0	0	25171000	87062000	85554000	31807000	111129000	66013000	43673000	10376000	4418000	81224000	124480000	1250000	0	109676000	0	TRUE	24527000	7763000	28319000	70396000	255346000	109577000	
59352	157406000	0	5006000	16711000	0	32544000	0	0	0	0	325483000	0	23530000		51067000	49335000	9278000	27537000	301953000	1000	0	2985000	0	0	23106000	55850000	17957000	0	78950000	3266000	15648000	2915000	0	45846000	21829000	0	0	18914000	0	TRUE							
59370	33706000	0	5000	9636000	0	39706000	0	0	0	0	214563000	0	798000		89180000	26195000	31378000	39679000	213340000	22000	425000	10002000	0	0	16216000	46522000	38063000	38141000	62738000	0	7677000	4745000	3298000	49762000	15720000	0	0	7677000	0	TRUE							
59754	3129000	0	1327000	4648000	0	5701000	0	0	249000	0	5457000	0	912000		1282000	312000	597000	4374000	4545000	0	0	571000	249000	0	203000	485000	1033000	295000	688000	0	0	0	0	734000	0	0	0	0	0	FALSE							
60143	2129000000	1000000	509000000	5508000000	4000000	5735000000	0	0	2230000000	0	50584000000	5000000	2194000000		2637000000	44289000000	536000000	4702000000	48383000000	519000000	2000000	75000000	2030000000	2030000000	1480000000	1350000000	469000000	50000000	2830000000	300000000	311000000	203000000	3000000	712000000	817000000	395000000	200000000	411000000	0	TRUE	2149000000	258000000	13528000000	29377000000	1946000000	182000000	
60330	74993000	0	48055000	203374000	0	203374000	0	0	0	0	519723000	0	10488000		50078000	336293000	19911000	155319000	509235000	0	0	6044000	0	0	10344000	22108000	51293000	5160000	29879000	545000	4051000	13259000	1677000	38826000	19533000	67290000	0	4596000	0	TRUE							
60545	11704000	0	10466000	18947000	0	36852000	0	0	0	0	155478000	0	13576000		46863000	66841000	25532000	26386000	141902000	0	0	11568000	0	0	22962000	14058000	19609000	6729000	23338000	7322000	1613000	3031000	1609000	16495000	13575000	0	0	4244000	0	TRUE							
60554	8492000	535000	6289000	14387000	0	20348000	0	0	0	0	35611000	100000	6000		1921000	24514000	3155000	13524000	35505000	0	0	0	0	0	369000	1276000	461000	246000	1645000	0	253000	0	0	431000	253000	0	0	253000	0	TRUE							
60648	41556000	0	47475000	63407000	0	152813000	0	0	0	0	122061000	0	9089000		24039000	41925000	13478000	105338000	112972000	0	0	5611000	0	0	13591000	7499000	6231000	5319000	11785000	2923000	2474000	542000	0	8601000	5939000	0	0	3380000	0	FALSE							
61122	214852000	0	3806000	122665000	0	174419000	0	0	97887000	0	952194000	0	49365000		100072000	476090000	32547000	170613000	902591000	0	238000	8170000	72887000	70016000	12752000	29813000	110093000	11507000	42565000	7024000	58804000	27581000	3676000	64094000	97085000	72887000	25000000	65828000	0	TRUE	41871000	34062000	340048000	128871000	199096000	15098000	
61355	463377000	0	28286000	40767000	0	73607000	0	0	0	0	698502000	0	43762000		150379000	0	29215000	44889000	654739000	432000	1000	746000	0	0	27735000	80948000	56178000	36656000	108682000	9408000	17712000	5654000	834000	51138000	33608000	0	0	27119000	0	TRUE							
61476	89161000	2000	8463000	64252000	0	119859000	0	0	6030000	0	336362000	0	6882000		64463000	70506000	28535000	111394000	320258000	0	9222000	5581000	6030000	0	15960000	55958000	43437000	7279000	71918000	7611000	21589000	20410000	4452000	58170000	54062000	0	0	29199000	9222000	TRUE							
61757	47005000	0	14063000	85917000	0	130295000	0	0	0	0	175962000	0	17980000		28914000	86002000	17711000	116232000	157982000	0	0	2095000	0	0	6408000	17145000	8831000	3876000	23548000	1802000	3593000	1300000	0	7346000	6695000	0	0	5395000	0	TRUE							
61832	112731000	0	233000	18473000	0	20015000	0	0	0	0	180905000	0	3347000		10392000	49462000	2528000	19782000	177558000	0	0	248000	0	0	3465000	7527000	6164000	895000	10992000	0	0	401000	261000	7659000	662000	0	0	0	0	FALSE							
61953	17474000	19000	9310000	18342000	0	34356000	0	0	0	0	34690000	0	858000		8569000	328000	8039000	25027000	33832000	0	0	3686000	0	0	1835000	4023000	3527000	4992000	5844000	0	765000	1456000	290000	5808000	2511000	0	0	765000	0	TRUE							
62044	2066000	0	830000	7672000	0	7941000	0	0	0	0	11275000	0	197000		3342000	699000	1096000	7111000	11078000	0	0	252000	0	0	308000	1013000	3067000	2721000	1311000	0	0	0	1400000	3768000	1400000	0	0	0	0	TRUE							
62110	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE							
62147	13959000	0	2435000	26349000	0	35018000	0	0	0	0	37835000	0	52000		6167000	16423000	2146000	32583000	37783000	0	0	261000	0	0	2623000	2537000	1189000	587000	5119000	261000	257000	0	0	768000	518000	0	0	518000	0	FALSE							
62772	110797000	0	3339000	16802000	0	52804000	0	0	100000	0	515913000	0	18944000		63697000	179350000	15800000	49372000	483018000	93000	13951000	3560000	100000	0	24281000	64689000	63314000	1533000	88970000	9921000	31169000	26953000	3907000	90120000	71950000	0	0	41090000	3381000	TRUE							
63050	50398000	0	9997000	50955000	0	95758000	0	0	0	0	126297000	0	9778000		16787000	39512000	10488000	85761000	116519000	0	0	4299000	0	0	6575000	12159000	5665000	4109000	15705000	3251000	3442000	274000	913000	11720000	7880000	0	0	6276000	0	TRUE							
63069	24661252000	1000	634852000	3394475000	3697000	3917166000	2082000	54528000	13025000	315000	41070481000	0	11501000		118008000	15530613000	53797000	3261730000	41004137000	14804000	0	21251000	13025000	13025000	79413000	160622000	12357000	5484000	240035000	231876000	357420000	26023000	5420000	139868000	620738000	0	0	589296000	0	TRUE	208268000	242113000	2778974000	12741322000	4883066000	19777066000	
63201	30434000	2000	10854000	31642000	0	53148000	0	0	0	0	84394000	0	20595000		15699000	16669000	4667000	42292000	63799000	0	0	755000	0	0	2556000	11637000	8318000	2578000	14193000	633000	9912000	1007000	649000	9390000	12201000	0	0	10545000	0	TRUE							
63573	43071000	0	0	26150000	0	96734000	0	0	0	0	264084000	0	0		69364000	35357000	28136000	96734000	264084000	0	0	11022000	0	0	16715000	44179000	65690000	1674000	60894000	17618000	14289000	25490000	0	58894000	57397000	0	0	31907000	0	FALSE							
63733	93243000	6000	1605000	35625000	0	35625000	0	0	0	0	707025000	0	85539000		116153000	298694000	53755000	34014000	616315000	0	5171000	26605000	0	0	42997000	90542000	88779000	29125000	114022000	12594000	29080000	17618000	4353000	135290000	63645000	0	0	39208000	0	TRUE							
63742	56078000	0	17414000	99070000	0	158324000	0	0	7581000	0	235243000	0	23793000		40397000	111352000	8284000	140910000	211450000	0	0	2303000	7581000	7581000	18301000	23628000	16359000	647000	41430000	2038000	3779000	2761000	300000	18538000	8878000	318000	0	4617000	0	TRUE							
63751	2361000	0	2058000	1993000	0	4566000	0	0	0	0	4776000	0	705000		924000	566000	375000	2508000	4071000	0	0	0	0	0	156000	1034000	579000	82000	1190000	0	0	0	0	926000	0	0	0	0	0	FALSE							
64150	17158000	0	4070000	43731000	0	118858000	0	0	0	0	47663000	0	2692000		7534000	14449000	613000	114788000	44971000	0	0	140000	0	0	3055000	7537000	3688000	271000	10592000	610000	0	896000	0	7016000	1505000	9177000	0	610000	0	TRUE							
64552	2207000	0	3204000	62761000	0	71732000	0	0	34334000	0	93959000	0	32385000		6341000	42528000	3236000	68528000	57944000	0	3630000	1522000	34334000	33667000	18351000	21934000	2983000	516000	40285000	1908000	1588000	1458000	485000	37444000	5439000	34334000	0	3496000	0	TRUE							
64730	14545000	0	21025000	42932000	0	84328000	0	0	0	0	70865000	0	3136000		20105000	12170000	5916000	63303000	67729000	0	0	2317000	0	0	7755000	17465000	6568000	2632000	25220000	2336000	6004000	1040000	350000	14315000	9730000	0	0	8340000	0	TRUE							
65205	33472000	5000	729000	27345000	0	90710000	0	0	0	0	575612000	0	2626000		197156000	217911000	74647000	89976000	572986000	0	0	20657000	0	0	47099000	162488000	76701000	13066000	207993000	5463000	11586000	6473000	1353000	102198000	24875000	0	0	17049000	0	TRUE							
65513	0	0	0	91186000	1977000	91186000	0	30065000	28300000	0	184897000	0	0		28440000	126457000	0	89209000	154832000	0	0	0	28300000	20600000	9535000	10665000	7840000	400000	20200000	30000000	0	0	0	0	30000000	0	0	30000000	0	FALSE							
65559	30478000	0	6848000	29726000	0	44185000	0	0	0	0	537182000	0	101905000		27844000	429455000	10360000	37334000	435274000	3000	3000	4529000	0	0	17825000	24759000	16634000	491000	40278000	4396000	8202000	4941000	0	31864000	17539000	0	0	12311000	0	TRUE							
65746	308856000	0	25413000	70226000	0	70938000	0	0	0	0	562143000	0	19276000		70079000	105426000	21941000	36165000	540911000	9360000	1956000	8461000	0	0	31144000	36455000	49339000	14374000	66230000	3493000	6883000	5646000	526000	61233000	16548000	36728000	0	10376000	0	TRUE							
65858	1100141000	12000	0	22812000	0	22812000	0	0	4711000	0	1539589000	0	80738000		103543000	243631000	45177000	22781000	1458851000	19000	0	15642000	4711000	0	25257000	47465000	53242000	20927000	70270000	645000	25471000	21103000	1707000	43348000	48926000	0	0	26116000	0	TRUE	762000	3647000	164512000	73381000	629228000	423855000	
66154	18576000	36000	3812000	25816000	0	44290000	0	0	2582000	0	69008000	0	8055000		13924000	10002000	7637000	40442000	60953000	0	0	0	2582000	1475000	6142000	21444000	7671000	763000	27586000	0	3410000	1000000	0	22096000	4410000	3732000	0	3410000	0	TRUE							
66275	26143000	2000	5156000	85915000	0	85915000	0	0	0	0	134467000	0	8651000		22720000	42232000	9184000	80757000	125568000	0	248000	4639000	0	0	5347000	14466000	20094000	7779000	19813000	2526000	5312000	6746000	3823000	24965000	18407000	0	0	7838000	0	TRUE							
66677	34732000	0	0	29702000	0	29702000	0	0	0	0	110693000	0	0		39887000	0	13175000	29702000	102565000	0	8128000	4117000	0	0	15488000	22972000	27783000	5726000	38416000	1296000	1256000	917000	523000	32082000	3992000	0	0	2552000	8128000	TRUE							
67142	18749000	2000	6851000	12200000	0	66539000	0	0	99000	0	80017000	0	12970000		22574000	7552000	7623000	59686000	67047000	0	0	3187000	99000	99000	4815000	12959000	18276000	4910000	15035000	532000	9359000	2865000	0	18386000	12756000	0	0	9891000	0	TRUE							
67151	31751000	0	34069000	202080000	0	328553000	0	0	19014000	0	337042000	0	60149000		14612000	237296000	6302000	294484000	276893000	0	0	2602000	19014000	19014000	5136000	19790000	11575000	738000	24926000	6908000	18386000	5462000	0	22627000	30756000	72330000	0	25293000	2275000	FALSE							
67209	236164000	0	182000	33008000	0	51141000	0	0	27934000	0	726770000	2000	126917000		81857000	257548000	28306000	50959000	594650000	0	5201000	14162000	27934000	16688000	32799000	60193000	37315000	13377000	92992000	25644000	38192000	20824000	4714000	61827000	89374000	0	0	63836000	1804000	FALSE							
67254	14632000	0	0	3031000	0	3031000	0	0	0	0	15984000	0	0		1251000	0	0	3031000	15984000	0	0	0	0	0	233000	592000	526000	0	825000	0	0	0	0	100000	0	0	0	0	0	TRUE							
67656	329167000	3000	5311000	32149000	0	67430000	0	0	0	0	627500000	0	80270000		55580000	161710000	35429000	62115000	547230000	1000	0	3008000	0	0	15317000	50306000	27675000	8691000	65623000	6929000	16092000	8009000	3604000	46409000	34634000	6853000	0	23021000	0	TRUE							
67870	23175000	0	1026000	16833000	0	50524000	0	0	4601000	0	206806000	0	606000		50245000	77448000	24015000	49498000	205449000	0	751000	9504000	277000	277000	17700000	48288000	21246000	3847000	65988000	1987000	9441000	3674000	0	40837000	15102000	12027000	4324000	11428000	0	TRUE							
68448	16314000	0	2689000	19098000	0	31855000	0	0	26771000	0	79620000	0	11572000		18468000	20356000	4376000	29166000	68048000	0	0	1365000	20200000	3414000	3834000	9979000	11648000	10466000	13563000	0	310000	2341000	4373000	17458000	7024000	0	2529000	310000	497000	TRUE							
68671	1489000	23000	0	19254000	0	19254000	0	0	14816000	0	44795000	0	346000		9421000	5719000	2035000	19172000	31451000	59000	12998000	365000	13321000	6187000	3841000	9873000	15455000	3245000	13714000	0	2645000	1815000	712000	22994000	5172000	0	0	2645000	0	FALSE							
68756	280431000	0	7895000	8968000	0	38900000	0	0	0	0	463506000	0	95742000		40373000	58879000	12155000	31005000	363838000	0	3926000	3818000	0	0	13023000	37929000	33275000	0	50948000	8682000	18859000	12427000	0	43854000	39968000	50451000	0	27541000	0	TRUE							
68831	7965000	0	14117000	31461000	0	52624000	0	0	0	0	75586000	0	64000		23678000	24067000	6240000	38507000	75522000	0	0	2012000	0	0	4095000	14290000	16401000	4663000	17815000	0	1089000	2079000	937000	15771000	4105000	0	0	1089000	0	FALSE							
69333	126708000	2000	56079000	160115000	0	262714000	0	0	0	0	997566000	8000	113362000		185562000	440847000	36922000	206504000	883923000	129000	273000	13849000	0	0	74417000	192056000	74167000	4005000	266022000	25305000	42342000	16381000	1338000	159083000	85366000	0	0	67390000	0	TRUE	42290000	44454000	227866000	105867000	100868000	25348000	
69678	197235000	0	10170000	94258000	0	114983000	0	0	0	0	399194000	0	1915000		23119000	167215000	11605000	104813000	397279000	0	0	3684000	0	0	6736000	14234000	6649000	3930000	20970000	1004000	690000	1249000	254000	8430000	3197000	0	0	1694000	0	FALSE							
70058	11619000	0	15871000	9142000	0	45526000	0	0	0	0	41252000	0	2169000		11933000	11452000	3560000	29655000	39083000	0	0	650000	0	0	3760000	13252000	568000	98000	17012000	503000	0	0	0	5745000	503000	0	0	503000	0	FALSE							
70218	9803000	0	1000	19433000	0	27708000	0	0	0	0	39873000	0	0		9491000	9019000	1174000	27707000	39418000	0	455000	158000	0	0	5430000	9522000	2084000	0	14952000	1032000	2983000	0	0	7545000	4015000	0	0	4015000	0	TRUE							
70414	84808000	0	9530000	39532000	0	51254000	0	0	0	0	426177000	0	58799000		77894000	192305000	25997000	41724000	367378000	0	0	8938000	0	0	13393000	39206000	59425000	7931000	52163000	747000	9836000	14304000	4222000	42061000	29110000	0	0	10583000	0	TRUE							
70638	18685000	0	20197000	44653000	0	104208000	0	0	0	0	176964000	0	3225000		44804000	20775000	13954000	84011000	135335000	0	38404000	5621000	0	0	18996000	47472000	39997000	19307000	66341000	856000	4427000	4569000	1882000	80966000	11734000	8585000	0	5283000	32778000	TRUE							
70955	2071000	0	1736000	5768000	0	5768000	0	0	1241000	0	8309000	0	501000		2682000	237000	0	4032000	6567000	0	1241000	0	1241000	494000	452000	2374000	2726000	450000	2826000	0	0	0	0	3320000	0	0	0	0	0	FALSE							
71073	15421000	0	284000	1440000	0	7836000	0	0	0	0	50118000	0	1023000		5975000	4565000	2716000	7552000	48763000	0	332000	937000	0	0	4495000	7963000	6610000	1237000	12458000	1387000	3878000	3996000	566000	14330000	9827000	0	0	5265000	0	TRUE							
71318	370182000	0	31150000	44872000	0	106460000	0	0	87778000	0	869742000	0	102007000		143134000	243170000	17820000	73317000	767490000	1993000	245000	6350000	87778000	50754000	40743000	83722000	67778000	6967000	124465000	16373000	34893000	3869000	2045000	56076000	57180000	32887000	0	51266000	0	TRUE	13432000	25398000	107768000	91997000	216798000	123116000	
71457	41879000	0	4263000	65354000	0	108965000	0	0	5000000	0	172848000	0	20590000		46141000	42799000	12959000	104702000	152258000	0	0	1553000	5000000	5000000	13464000	30842000	21809000	2755000	44306000	2323000	8783000	6563000	1632000	22729000	19301000	0	0	11106000	0	TRUE							
71859	1985000	0	924000	61249000	47935000	62961000	0	0	537000	0	3576000	0	152000		276000	962000	0	14102000	3424000	0	0	0	537000	537000	59000	249000	196000	125000	308000	0	0	0	0	353000	0	0	0	0	0	FALSE							
72258	176533000	0	8622000	17277000	0	33926000	0	0	0	0	503969000	0	104562000		33296000	163772000	6207000	25304000	399407000	0	0	2239000	0	0	16951000	24634000	17794000	3831000	41585000	32715000	39926000	16465000	11348000	29914000	100454000	0	0	72641000	0	TRUE							
72351	11262000	0	5747000	11644000	0	24295000	0	0	0	0	27065000	0	1874000		11459000	830000	3579000	18548000	25191000	0	0	643000	0	0	1721000	5403000	5811000	1399000	7124000	328000	0	309000	0	2877000	637000	0	0	328000	0	FALSE							
72454	9472000	0	4546000	18872000	0	34347000	0	0	7240000	0	66982000	0	9528000		19019000	20932000	10392000	29801000	57454000	0	0	2090000	7240000	7000000	7970000	19884000	4119000	0	27854000	489000	3306000	810000	0	12954000	4605000	0	0	3795000	0	TRUE							
72678	81682000	0	156000	3964000	0	35692000	0	0	0	0	251579000	0	12935000		56037000	32839000	26849000	35536000	238644000	0	0	11393000	0	0	11634000	43444000	43074000	17013000	55078000	1682000	8841000	7849000	3521000	59128000	21893000	452000	0	10523000	0	TRUE							
73116	59424000	0	0	36217000	0	40707000	0	0	0	0	428154000	0	0		121829000	174825000	34524000	40707000	428154000	0	0	10426000	0	0	23060000	58815000	92323000	6229000	81875000	1438000	3480000	5215000	3346000	58597000	13479000	0	0	4918000	0	TRUE							
73152	23255000	0	16334000	25776000	0	48617000	0	0	0	0	52306000	0	5927000		11218000	2551000	3528000	32278000	46379000	5000	0	1892000	0	0	7177000	8014000	2987000	0	15191000	5532000	2523000	266000	0	6961000	8321000	0	0	8055000	0	FALSE							
73554	14258000	0	2900000	22688000	0	40559000	0	0	0	0	94459000	0	6844000		19567000	31187000	4515000	37168000	87615000	491000	0	1916000	0	0	7817000	24704000	11092000	1116000	32521000	998000	1736000	1550000	0	25163000	4284000	2913000	0	2734000	8047000	TRUE							
73956	17292000	0	1228000	8873000	0	19220000	0	0	0	0	24972000	0	287000		3231000	2185000	1086000	17992000	24685000	0	0	261000	0	0	830000	2968000	1473000	223000	3798000	0	0	0	0	2263000	0	0	0	0	0	TRUE							
74056	18954000	8000	17431000	28921000	0	59019000	0	0	3046000	0	54592000	0	4226000		17338000	3037000	2041000	41579000	50366000	1000	0	0	1740000	744000	9571000	12966000	5543000	1044000	21379000	797000	1067000	1207000	406000	11786000	3477000	6610000	0	1864000	0	TRUE							
74140	569468000	0	9991000	58548000	0	88908000	0	0	57773000	0	1194843000	0	134281000		162164000	195889000	55242000	67487000	995049000	11430000	65513000	21699000	57773000	43744000	47148000	117169000	129522000	50032000	164317000	18640000	30898000	27177000	8899000	181707000	85614000	22714000	0	49538000	11768000	TRUE	7657000	13802000	0	169158000	135962000	379287000	
74403	327948000	0	4731000	30597000	0	53980000	0	0	33588000	0	644710000	0	33636000		103444000	145864000	21269000	49249000	604528000	0	6546000	4902000	33588000	33588000	52100000	48880000	50985000	2445000	100979000	1395000	4193000	10900000	0	50966000	16488000	21582000	0	5588000	0	TRUE							
74449	5340000	0	868000	5727000	0	5727000	0	0	0	0	15012000	0	5249000		3185000	4868000	1224000	4859000	9763000	0	0	663000	0	0	1656000	1689000	478000	318000	2784000	663000	0	0	0	956000	663000	0	0	0	0	TRUE							
75053	25192000	0	3874000	49826000	0	90476000	0	0	8757000	0	193166000	0	32450000		48638000	72643000	12537000	86602000	160716000	0	0	566000	8757000	6006000	18146000	28049000	24832000	4195000	46195000	8470000	8435000	3203000	0	26584000	20108000	0	0	16905000	0	FALSE							
75259	2354000	0	1818000	70436000	0	102712000	0	0	76584000	0	531269000	0	15522000		100601000	54834000	24915000	100894000	449041000	0	66706000	14740000	15082000	10806000	51782000	142969000	70824000	12883000	194751000	24920000	78976000	62118000	29608000	177857000	195622000	15082000	8617000	103896000	2443000	TRUE							
75446	54880000	6000	18670000	52425000	0	115147000	0	0	3720000	0	196123000	0	53731000		38781000	34782000	8834000	96471000	137685000	0	4707000	2667000	3720000	482000	18537000	16115000	27288000	3170000	33800000	11409000	25054000	4318000	570000	26329000	41351000	6748000	0	36463000	4239000	FALSE							
75455	1521000	0	1213000	5972000	0	10821000	0	0	0	0	18070000	0	1537000		4480000	10737000	1360000	9608000	16533000	0	0	0	0	0	669000	2384000	1580000	578000	3053000	0	600000	0	0	731000	600000	0	0	600000	0	TRUE							
75558	32158000	0	11361000	181047000	0	183529000	0	0	10014000	0	188625000	0	9153000		29058000	53585000	6848000	172168000	173458000	0	6014000	2267000	0	0	35488000	26491000	12274000	4706000	40247000	5099000	15062000	3476000	287000	49902000	23924000	0	0	16041000	0	TRUE							
75633	3321823000	0	274562000	13593675000	605912000	14571276000	0	1917491000	7163044000	0	86443320000	0	3448759000		12085067000	61594296000	1753203000	13246732000	81077070000	444070000	0	529944000	7163044000	5040040000	2677945000	7360384000	4034045000	1806610000	9725166000	1120711000	1803293000	2166862000	557351000	3793917000	5648217000	0	0	2923968000	17213000	TRUE	262130000	0	27550854000	31839538000	2966134000	353843000	
75651	7339000	0	617000	6440000	0	16035000	0	0	0	0	25094000	0	2493000		8998000	2992000	5651000	15418000	22601000	0	0	3289000	0	0	4985000	4574000	2974000	30000	7386000	1310000	890000	0	0	3565000	2200000	0	0	1521000	250000	FALSE							
76153	6611000	0	516000	7941000	0	12974000	0	0	500000	0	18409000	0	687000		5219000	3823000	2015000	12458000	17722000	0	0	0	0	0	1195000	2675000	2278000	1326000	3870000	0	0	0	500000	2256000	500000	0	0	0	0	FALSE							
76443	14946000	0	14417000	28406000	0	49627000	0	0	0	0	40767000	0	1343000		12030000	4402000	4418000	35210000	39424000	0	0	1800000	0	0	2003000	6611000	9300000	1756000	8614000	0	0	1173000	576000	7640000	1749000	0	0	0	0	FALSE							
76854	82155000	0	3283000	17209000	0	21718000	0	0	28372000	0	303954000	0	28129000		18781000	81259000	4433000	18190000	256880000	245000	18945000	2418000	28372000	9272000	34853000	62130000	12661000	1059000	77883000	9164000	14058000	6028000	587000	91922000	29837000	22820000	0	23222000	9594000	FALSE							
77150	9757000	0	3466000	19460000	0	20005000	0	0	0	0	34806000	0	2773000		3398000	11072000	1245000	16533000	32033000	6000	0	669000	0	0	1148000	2700000	3728000	365000	3848000	0	5723000	314000	0	4543000	6038000	0	0	5723000	0	FALSE							
